Epoch,Training Loss,Validation Loss
1,5.84372615814209,4.3026041984558105
2,3.3796815872192383,2.424609899520874
3,1.8244291543960571,1.3019212484359741
4,1.0594918727874756,0.876563549041748
5,0.8189582824707031,0.7824468016624451
6,0.7730177044868469,0.7666115760803223
7,0.7647095918655396,0.7641744017601013
8,0.7630811929702759,0.7626004219055176
9,0.762917160987854,0.7632165551185608
