Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,4.683420181274414,2.6169915199279785,0.5375000238418579,0.5074999928474426
2,1.6588735580444336,1.0442136526107788,0.539722204208374,0.5224999785423279
3,0.8970947861671448,0.843691885471344,0.5388888716697693,0.4675000011920929
4,0.7918057441711426,0.7719650864601135,0.5933333039283752,0.6200000047683716
5,0.7497336864471436,0.7326193451881409,0.6372222304344177,0.6549999713897705
6,0.705950140953064,0.6782308220863342,0.6800000071525574,0.699999988079071
7,0.6867188811302185,0.6953132152557373,0.6866666674613953,0.625
8,0.6778937578201294,0.7338873147964478,0.6894444227218628,0.6600000262260437
9,0.6749590635299683,0.6606875658035278,0.6922222375869751,0.7049999833106995
